tijdstip;locatie;component;waarde;LKI,
2018-08-09 21:00:00+02:00;Amsterdam-Stadhouderskade;NO2;38,2;4
2018-08-09 21:00:00+02:00;Amsterdam-Stadhouderskade;NO;7,4;1
2018-08-09 21:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,3;2
2018-08-09 21:00:00+02:00;Amsterdam-Stadhouderskade;PM10;25,3;3
2018-08-09 22:00:00+02:00;Amsterdam-Stadhouderskade;PM10;7,9;1
2018-08-09 22:00:00+02:00;Amsterdam-Stadhouderskade;PM25;-4,1;1
2018-08-09 22:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,42;1
2018-08-09 22:00:00+02:00;Amsterdam-Stadhouderskade;NO2;12,7;2
2018-08-09 22:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,9;1
2018-08-09 23:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,54;1
2018-08-09 23:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,7;1
2018-08-09 23:00:00+02:00;Amsterdam-Stadhouderskade;NO;7,2;1
2018-08-09 23:00:00+02:00;Amsterdam-Stadhouderskade;PM25;-3,0;1
2018-08-09 23:00:00+02:00;Amsterdam-Stadhouderskade;NO2;16,9;2
2018-08-10 00:00:00+02:00;Amsterdam-Stadhouderskade;NO;6,1;1
2018-08-10 00:00:00+02:00;Amsterdam-Stadhouderskade;PM25;0,0;1
2018-08-10 00:00:00+02:00;Amsterdam-Stadhouderskade;NO2;15,0;2
2018-08-10 00:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,6;1
2018-08-10 00:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,59;1
2018-08-10 01:00:00+02:00;Amsterdam-Stadhouderskade;NO2;12,3;2
2018-08-10 01:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,0;1
2018-08-10 01:00:00+02:00;Amsterdam-Stadhouderskade;PM10;4,7;1
2018-08-10 01:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,4;1
2018-08-10 01:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,1;1
2018-08-10 02:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,28;1
2018-08-10 02:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,1;1
2018-08-10 02:00:00+02:00;Amsterdam-Stadhouderskade;NO2;12,1;2
2018-08-10 02:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,7;1
2018-08-10 02:00:00+02:00;Amsterdam-Stadhouderskade;PM10;4,1;1
2018-08-10 03:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,31;1
2018-08-10 03:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,7;1
2018-08-10 03:00:00+02:00;Amsterdam-Stadhouderskade;PM10;4,5;1
2018-08-10 03:00:00+02:00;Amsterdam-Stadhouderskade;NO2;8,3;1
2018-08-10 03:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,2;1
2018-08-10 04:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,51;1
2018-08-10 04:00:00+02:00;Amsterdam-Stadhouderskade;NO2;8,0;1
2018-08-10 04:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,9;1
2018-08-10 04:00:00+02:00;Amsterdam-Stadhouderskade;PM10;6,6;1
2018-08-10 04:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,4;1
2018-08-10 05:00:00+02:00;Amsterdam-Stadhouderskade;NO2;11,2;2
2018-08-10 05:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,36;1
2018-08-10 05:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,8;1
2018-08-10 05:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,4;1
2018-08-10 05:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,1;2
2018-08-10 06:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,5;1
2018-08-10 06:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,53;1
2018-08-10 06:00:00+02:00;Amsterdam-Stadhouderskade;PM10;14,0;2
2018-08-10 06:00:00+02:00;Amsterdam-Stadhouderskade;NO2;13,4;2
2018-08-10 06:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,8;1
2018-08-10 07:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,1;1
2018-08-10 07:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,7;2
2018-08-10 07:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,5;1
2018-08-10 07:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,42;1
2018-08-10 07:00:00+02:00;Amsterdam-Stadhouderskade;NO2;20,2;3
2018-08-10 08:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,3;2
2018-08-10 08:00:00+02:00;Amsterdam-Stadhouderskade;NO;18,1;2
2018-08-10 08:00:00+02:00;Amsterdam-Stadhouderskade;NO2;31,0;4
2018-08-10 08:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,4;1
2018-08-10 08:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,85;1
2018-08-10 09:00:00+02:00;Amsterdam-Stadhouderskade;PM25;9,8;1
2018-08-10 09:00:00+02:00;Amsterdam-Stadhouderskade;NO2;34,5;4
2018-08-10 09:00:00+02:00;Amsterdam-Stadhouderskade;PM10;23,7;3
2018-08-10 09:00:00+02:00;Amsterdam-Stadhouderskade;NO;31,5;3
2018-08-10 09:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,61;2
2018-08-10 10:00:00+02:00;Amsterdam-Stadhouderskade;PM25;9,9;1
2018-08-10 10:00:00+02:00;Amsterdam-Stadhouderskade;PM10;22,8;3
2018-08-10 10:00:00+02:00;Amsterdam-Stadhouderskade;NO2;36,7;4
2018-08-10 10:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,51;2
2018-08-10 10:00:00+02:00;Amsterdam-Stadhouderskade;NO;55,0;4
2018-08-10 11:00:00+02:00;Amsterdam-Stadhouderskade;NO2;34,6;4
2018-08-10 11:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,08;2
2018-08-10 11:00:00+02:00;Amsterdam-Stadhouderskade;PM10;20,5;3
2018-08-10 11:00:00+02:00;Amsterdam-Stadhouderskade;NO;31,6;3
2018-08-10 11:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,3;1
2018-08-10 12:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,6;1
2018-08-10 12:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,2;2
2018-08-10 12:00:00+02:00;Amsterdam-Stadhouderskade;NO;22,7;2
2018-08-10 12:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,81;1
2018-08-10 12:00:00+02:00;Amsterdam-Stadhouderskade;NO2;34,4;4
2018-08-10 13:00:00+02:00;Amsterdam-Stadhouderskade;NO;20,2;2
2018-08-10 13:00:00+02:00;Amsterdam-Stadhouderskade;NO2;26,4;3
2018-08-10 13:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,4;1
2018-08-10 13:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,78;1
2018-08-10 13:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,4;2
2018-08-10 14:00:00+02:00;Amsterdam-Stadhouderskade;NO2;23,1;3
2018-08-10 14:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,6;2
2018-08-10 14:00:00+02:00;Amsterdam-Stadhouderskade;NO;16,0;2
2018-08-10 14:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,65;1
2018-08-10 14:00:00+02:00;Amsterdam-Stadhouderskade;PM25;7,2;1
2018-08-10 15:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,93;1
2018-08-10 15:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,3;2
2018-08-10 15:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,1;3
2018-08-10 15:00:00+02:00;Amsterdam-Stadhouderskade;NO;13,5;2
2018-08-10 15:00:00+02:00;Amsterdam-Stadhouderskade;PM25;7,6;1
2018-08-10 16:00:00+02:00;Amsterdam-Stadhouderskade;NO2;20,9;3
2018-08-10 16:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,6;2
2018-08-10 16:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,66;1
2018-08-10 16:00:00+02:00;Amsterdam-Stadhouderskade;PM10;14,4;2
2018-08-10 16:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,7;1
2018-08-10 17:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,9;1
2018-08-10 17:00:00+02:00;Amsterdam-Stadhouderskade;PM10;20,0;3
2018-08-10 17:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,7;2
2018-08-10 17:00:00+02:00;Amsterdam-Stadhouderskade;NO2;22,8;3
2018-08-10 17:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,7;1
2018-08-10 18:00:00+02:00;Amsterdam-Stadhouderskade;NO2;25,4;3
2018-08-10 18:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,2;2
2018-08-10 18:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,86;1
2018-08-10 18:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,5;2
2018-08-10 18:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,3;1
2018-08-10 19:00:00+02:00;Amsterdam-Stadhouderskade;PM10;17,0;2
2018-08-10 19:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,0;2
2018-08-10 19:00:00+02:00;Amsterdam-Stadhouderskade;NO2;27,2;3
2018-08-10 19:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,04;2
2018-08-10 19:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,2;1
2018-08-10 20:00:00+02:00;Amsterdam-Stadhouderskade;NO2;28,4;3
2018-08-10 20:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,0;2
2018-08-10 20:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,7;1
2018-08-10 20:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,8;2
2018-08-10 20:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,23;2
2018-08-10 21:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,9;1
2018-08-10 21:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,0;1
2018-08-10 21:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,7;2
2018-08-10 21:00:00+02:00;Amsterdam-Stadhouderskade;NO2;25,2;3
2018-08-10 21:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,05;2
2018-08-10 22:00:00+02:00;Amsterdam-Stadhouderskade;PM10;7,3;1
2018-08-10 22:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,3;1
2018-08-10 22:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,95;1
2018-08-10 22:00:00+02:00;Amsterdam-Stadhouderskade;NO;8,3;1
2018-08-10 22:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,4;3
2018-08-10 23:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,2;2
2018-08-10 23:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,0;3
2018-08-10 23:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,5;1
2018-08-10 23:00:00+02:00;Amsterdam-Stadhouderskade;PM10;7,3;1
2018-08-10 23:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,65;1
2018-08-11 00:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,73;1
2018-08-11 00:00:00+02:00;Amsterdam-Stadhouderskade;PM25;1,5;1
2018-08-11 00:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,6;2
2018-08-11 00:00:00+02:00;Amsterdam-Stadhouderskade;NO2;30,2;4
2018-08-11 00:00:00+02:00;Amsterdam-Stadhouderskade;PM10;7,2;1
2018-08-11 01:00:00+02:00;Amsterdam-Stadhouderskade;PM10;5,1;1
2018-08-11 01:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,0;2
2018-08-11 01:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,7;3
2018-08-11 01:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,68;1
2018-08-11 01:00:00+02:00;Amsterdam-Stadhouderskade;PM25;1,4;1
2018-08-11 02:00:00+02:00;Amsterdam-Stadhouderskade;NO2;23,1;3
2018-08-11 02:00:00+02:00;Amsterdam-Stadhouderskade;NO;9,8;1
2018-08-11 02:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,67;1
2018-08-11 02:00:00+02:00;Amsterdam-Stadhouderskade;PM10;5,8;1
2018-08-11 02:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,9;1
2018-08-11 03:00:00+02:00;Amsterdam-Stadhouderskade;PM10;7,9;1
2018-08-11 03:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,4;2
2018-08-11 03:00:00+02:00;Amsterdam-Stadhouderskade;NO2;27,3;3
2018-08-11 03:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,7;1
2018-08-11 03:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,66;1
2018-08-11 04:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,0;2
2018-08-11 04:00:00+02:00;Amsterdam-Stadhouderskade;NO2;30,1;4
2018-08-11 04:00:00+02:00;Amsterdam-Stadhouderskade;NO;11,0;2
2018-08-11 04:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,84;1
2018-08-11 04:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,3;1
2018-08-11 05:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,1;2
2018-08-11 05:00:00+02:00;Amsterdam-Stadhouderskade;NO;7,5;1
2018-08-11 05:00:00+02:00;Amsterdam-Stadhouderskade;NO2;25,3;3
2018-08-11 05:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,57;1
2018-08-11 05:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,9;1
2018-08-11 06:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,8;1
2018-08-11 06:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,8;1
2018-08-11 06:00:00+02:00;Amsterdam-Stadhouderskade;NO2;25,4;3
2018-08-11 06:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,8;1
2018-08-11 06:00:00+02:00;Amsterdam-Stadhouderskade;NO;8,9;1
2018-08-11 07:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,58;1
2018-08-11 07:00:00+02:00;Amsterdam-Stadhouderskade;NO;7,1;1
2018-08-11 07:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,4;2
2018-08-11 07:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,7;1
2018-08-11 07:00:00+02:00;Amsterdam-Stadhouderskade;NO2;16,7;2
2018-08-11 08:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,0;2
2018-08-11 08:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,7;1
2018-08-11 08:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,1;1
2018-08-11 08:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,8;3
2018-08-11 08:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,4;2
2018-08-11 09:00:00+02:00;Amsterdam-Stadhouderskade;NO2;23,1;3
2018-08-11 09:00:00+02:00;Amsterdam-Stadhouderskade;NO;14,7;2
2018-08-11 09:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,64;1
2018-08-11 09:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,6;2
2018-08-11 09:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,6;1
2018-08-11 10:00:00+02:00;Amsterdam-Stadhouderskade;NO;14,7;2
2018-08-11 10:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,7;3
2018-08-11 10:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,8;1
2018-08-11 10:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,4;2
2018-08-11 10:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,1;1
2018-08-11 11:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,43;1
2018-08-11 11:00:00+02:00;Amsterdam-Stadhouderskade;NO2;13,9;2
2018-08-11 11:00:00+02:00;Amsterdam-Stadhouderskade;NO;9,2;1
2018-08-11 12:00:00+02:00;Amsterdam-Stadhouderskade;NO2;14,9;2
2018-08-11 12:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,5;2
2018-08-11 12:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,48;1
2018-08-11 12:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,3;2
2018-08-11 12:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,0;1
2018-08-11 13:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,5;1
2018-08-11 13:00:00+02:00;Amsterdam-Stadhouderskade;NO;13,0;2
2018-08-11 13:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,61;1
2018-08-11 13:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,9;1
2018-08-11 13:00:00+02:00;Amsterdam-Stadhouderskade;NO2;15,9;2
2018-08-11 14:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,3;2
2018-08-11 14:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,2;2
2018-08-11 14:00:00+02:00;Amsterdam-Stadhouderskade;NO2;14,0;2
2018-08-11 14:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,9;1
2018-08-11 14:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,55;1
2018-08-11 15:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,57;1
2018-08-11 15:00:00+02:00;Amsterdam-Stadhouderskade;NO;8,6;1
2018-08-11 15:00:00+02:00;Amsterdam-Stadhouderskade;NO2;14,0;2
2018-08-11 15:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,7;1
2018-08-11 15:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,3;2
2018-08-11 16:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,04;2
2018-08-11 16:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,4;2
2018-08-11 16:00:00+02:00;Amsterdam-Stadhouderskade;NO2;14,6;2
2018-08-11 16:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,0;1
2018-08-11 16:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,6;2
2018-08-11 17:00:00+02:00;Amsterdam-Stadhouderskade;NO2;15,5;2
2018-08-11 17:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,56;1
2018-08-11 17:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,5;2
2018-08-11 18:00:00+02:00;Amsterdam-Stadhouderskade;NO;11,1;2
2018-08-11 18:00:00+02:00;Amsterdam-Stadhouderskade;NO2;17,0;2
2018-08-11 18:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,56;1
2018-08-11 19:00:00+02:00;Amsterdam-Stadhouderskade;PM10;6,7;1
2018-08-11 19:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,0;2
2018-08-11 19:00:00+02:00;Amsterdam-Stadhouderskade;NO2;16,1;2
2018-08-11 19:00:00+02:00;Amsterdam-Stadhouderskade;PM25;1,3;1
2018-08-11 19:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,76;1
2018-08-11 20:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,81;1
2018-08-11 20:00:00+02:00;Amsterdam-Stadhouderskade;NO2;17,1;2
2018-08-11 20:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,5;1
2018-08-11 20:00:00+02:00;Amsterdam-Stadhouderskade;PM10;6,0;1
2018-08-11 20:00:00+02:00;Amsterdam-Stadhouderskade;NO;8,2;1
2018-08-11 21:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,7;1
2018-08-11 21:00:00+02:00;Amsterdam-Stadhouderskade;NO;8,6;1
2018-08-11 21:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,82;1
2018-08-11 21:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,9;1
2018-08-11 21:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,4;3
2018-08-11 22:00:00+02:00;Amsterdam-Stadhouderskade;NO;9,2;1
2018-08-11 22:00:00+02:00;Amsterdam-Stadhouderskade;NO2;27,9;3
2018-08-11 22:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,0;1
2018-08-11 22:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,9;1
2018-08-11 22:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,04;2
2018-08-11 23:00:00+02:00;Amsterdam-Stadhouderskade;NO2;50,7;5
2018-08-11 23:00:00+02:00;Amsterdam-Stadhouderskade;NO;9,5;1
2018-08-11 23:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,7;1
2018-08-11 23:00:00+02:00;Amsterdam-Stadhouderskade;PM10;20,2;3
2018-08-11 23:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,69;2
2018-08-12 00:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,2;1
2018-08-12 00:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,7;2
2018-08-12 00:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,25;2
2018-08-12 00:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,4;1
2018-08-12 00:00:00+02:00;Amsterdam-Stadhouderskade;NO2;42,7;4
2018-08-12 01:00:00+02:00;Amsterdam-Stadhouderskade;NO2;38,6;4
2018-08-12 01:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,6;1
2018-08-12 01:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,5;2
2018-08-12 01:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,01;2
2018-08-12 01:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,4;1
2018-08-12 02:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,9;1
2018-08-12 02:00:00+02:00;Amsterdam-Stadhouderskade;NO;11,9;2
2018-08-12 02:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,31;2
2018-08-12 02:00:00+02:00;Amsterdam-Stadhouderskade;NO2;41,4;4
2018-08-12 02:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,9;2
2018-08-12 03:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,4;1
2018-08-12 03:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,14;2
2018-08-12 03:00:00+02:00;Amsterdam-Stadhouderskade;PM10;17,5;2
2018-08-12 03:00:00+02:00;Amsterdam-Stadhouderskade;PM25;9,2;1
2018-08-12 03:00:00+02:00;Amsterdam-Stadhouderskade;NO2;37,2;4
2018-08-12 04:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,8;1
2018-08-12 04:00:00+02:00;Amsterdam-Stadhouderskade;PM25;10,2;2
2018-08-12 04:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,96;1
2018-08-12 04:00:00+02:00;Amsterdam-Stadhouderskade;NO2;31,3;4
2018-08-12 04:00:00+02:00;Amsterdam-Stadhouderskade;PM10;14,4;2
2018-08-12 05:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,85;1
2018-08-12 05:00:00+02:00;Amsterdam-Stadhouderskade;NO2;27,6;3
2018-08-12 05:00:00+02:00;Amsterdam-Stadhouderskade;PM25;10,0;2
2018-08-12 05:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,3;2
2018-08-12 05:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,7;1
2018-08-12 06:00:00+02:00;Amsterdam-Stadhouderskade;PM10;17,8;2
2018-08-12 06:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,94;1
2018-08-12 06:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,2;1
2018-08-12 06:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,2;3
2018-08-12 06:00:00+02:00;Amsterdam-Stadhouderskade;PM25;9,5;1
2018-08-12 07:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,86;1
2018-08-12 07:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,9;1
2018-08-12 07:00:00+02:00;Amsterdam-Stadhouderskade;PM25;9,7;1
2018-08-12 07:00:00+02:00;Amsterdam-Stadhouderskade;NO2;22,2;3
2018-08-12 07:00:00+02:00;Amsterdam-Stadhouderskade;PM10;18,6;2
2018-08-12 08:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,99;1
2018-08-12 08:00:00+02:00;Amsterdam-Stadhouderskade;NO2;22,4;3
2018-08-12 08:00:00+02:00;Amsterdam-Stadhouderskade;PM25;12,1;2
2018-08-12 08:00:00+02:00;Amsterdam-Stadhouderskade;PM10;15,9;2
2018-08-12 08:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,7;1
2018-08-12 09:00:00+02:00;Amsterdam-Stadhouderskade;PM25;11,2;2
2018-08-12 09:00:00+02:00;Amsterdam-Stadhouderskade;PM10;20,7;3
2018-08-12 09:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,01;2
2018-08-12 09:00:00+02:00;Amsterdam-Stadhouderskade;NO;7,9;1
2018-08-12 09:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,7;3
2018-08-12 10:00:00+02:00;Amsterdam-Stadhouderskade;PM25;8,2;1
2018-08-12 10:00:00+02:00;Amsterdam-Stadhouderskade;NO2;20,5;3
2018-08-12 10:00:00+02:00;Amsterdam-Stadhouderskade;PM10;16,1;2
2018-08-12 10:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,86;1
2018-08-12 10:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,8;2
2018-08-12 11:00:00+02:00;Amsterdam-Stadhouderskade;PM25;7,6;1
2018-08-12 11:00:00+02:00;Amsterdam-Stadhouderskade;PM10;14,1;2
2018-08-12 11:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,0;2
2018-08-12 11:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,75;1
2018-08-12 11:00:00+02:00;Amsterdam-Stadhouderskade;NO2;22,4;3
2018-08-12 12:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,21;2
2018-08-12 12:00:00+02:00;Amsterdam-Stadhouderskade;NO;20,6;2
2018-08-12 12:00:00+02:00;Amsterdam-Stadhouderskade;PM10;22,2;3
2018-08-12 12:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,0;1
2018-08-12 12:00:00+02:00;Amsterdam-Stadhouderskade;NO2;32,1;4
2018-08-12 13:00:00+02:00;Amsterdam-Stadhouderskade;NO;15,3;2
2018-08-12 13:00:00+02:00;Amsterdam-Stadhouderskade;NO2;27,8;3
2018-08-12 13:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,2;1
2018-08-12 13:00:00+02:00;Amsterdam-Stadhouderskade;PM10;18,1;2
2018-08-12 13:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,07;2
2018-08-12 14:00:00+02:00;Amsterdam-Stadhouderskade;NO2;20,7;3
2018-08-12 14:00:00+02:00;Amsterdam-Stadhouderskade;NO;9,1;1
2018-08-12 14:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,85;1
2018-08-12 14:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,7;1
2018-08-12 14:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,6;1
2018-08-12 15:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,4;3
2018-08-12 15:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,0;1
2018-08-12 15:00:00+02:00;Amsterdam-Stadhouderskade;PM10;7,7;1
2018-08-12 15:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,69;1
2018-08-12 15:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,1;2
