tijdstip;locatie;component;waarde;LKI,
2018-09-18 15:00:00+02:00;Amsterdam-Van Diemenstraat;NO;12,2;2
2018-09-18 16:00:00+02:00;Amsterdam-Van Diemenstraat;O3;63,3;5
2018-09-18 16:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,85;1
2018-09-18 16:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;31,8;4
2018-09-18 16:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;16,6;3
2018-09-18 16:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;25,2;3
2018-09-18 16:00:00+02:00;Amsterdam-Van Diemenstraat;CO;384,2;2
2018-09-18 16:00:00+02:00;Amsterdam-Van Diemenstraat;NO;11,6;2
2018-09-18 17:00:00+02:00;Amsterdam-Van Diemenstraat;NO;8,9;1
2018-09-18 17:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;20,2;3
2018-09-18 17:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;10,8;2
2018-09-18 17:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;40,7;4
2018-09-18 17:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,63;1
2018-09-18 17:00:00+02:00;Amsterdam-Van Diemenstraat;CO;364,0;2
2018-09-18 17:00:00+02:00;Amsterdam-Van Diemenstraat;O3;70,5;5
2018-09-18 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;41,3;4
2018-09-18 18:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,51;1
2018-09-18 18:00:00+02:00;Amsterdam-Van Diemenstraat;O3;73,1;5
2018-09-18 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO;7,2;1
2018-09-18 18:00:00+02:00;Amsterdam-Van Diemenstraat;CO;387,2;2
2018-09-18 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;17,3;2
2018-09-18 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;13,2;2
2018-09-18 19:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,46;1
2018-09-18 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;16,9;2
2018-09-18 19:00:00+02:00;Amsterdam-Van Diemenstraat;CO;365,8;2
2018-09-18 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO;8,3;1
2018-09-18 19:00:00+02:00;Amsterdam-Van Diemenstraat;O3;73,3;5
2018-09-18 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;18,9;3
2018-09-18 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;43,9;4
2018-09-18 20:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;15,4;3
2018-09-18 20:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,52;1
2018-09-18 20:00:00+02:00;Amsterdam-Van Diemenstraat;O3;69,4;5
2018-09-18 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO;6,7;1
2018-09-18 20:00:00+02:00;Amsterdam-Van Diemenstraat;CO;362,7;2
2018-09-18 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;20,1;3
2018-09-18 20:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;48,6;5
2018-09-18 21:00:00+02:00;Amsterdam-Van Diemenstraat;CO;346,5;2
2018-09-18 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO;6,0;1
2018-09-18 21:00:00+02:00;Amsterdam-Van Diemenstraat;O3;65,5;5
2018-09-18 21:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,44;1
2018-09-18 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;36,0;4
2018-09-18 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;13,7;2
2018-09-18 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;17,1;2
2018-09-18 22:00:00+02:00;Amsterdam-Van Diemenstraat;CO;342,9;2
2018-09-18 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;12,9;2
2018-09-18 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,7;1
2018-09-18 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;26,6;3
2018-09-18 22:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,44;1
2018-09-18 22:00:00+02:00;Amsterdam-Van Diemenstraat;O3;62,0;5
2018-09-18 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO;4,4;1
2018-09-18 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;11,2;2
2018-09-18 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;21,4;3
2018-09-18 23:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,47;1
2018-09-18 23:00:00+02:00;Amsterdam-Van Diemenstraat;O3;54,4;4
2018-09-18 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;16,0;2
2018-09-18 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO;5,1;1
2018-09-18 23:00:00+02:00;Amsterdam-Van Diemenstraat;CO;345,6;2
2018-09-19 00:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;13,3;2
2018-09-19 00:00:00+02:00;Amsterdam-Van Diemenstraat;CO;320,8;2
2018-09-19 00:00:00+02:00;Amsterdam-Van Diemenstraat;NO;6,6;1
2018-09-19 00:00:00+02:00;Amsterdam-Van Diemenstraat;O3;50,3;4
2018-09-19 00:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,41;1
2018-09-19 00:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;25,5;3
2018-09-19 00:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;17,0;2
2018-09-19 01:00:00+02:00;Amsterdam-Van Diemenstraat;NO;8,4;1
2018-09-19 01:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;8,5;1
2018-09-19 01:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,46;1
2018-09-19 01:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;21,8;3
2018-09-19 01:00:00+02:00;Amsterdam-Van Diemenstraat;O3;43,5;4
2018-09-19 01:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;16,8;2
2018-09-19 01:00:00+02:00;Amsterdam-Van Diemenstraat;CO;293,0;2
2018-09-19 02:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;11,8;2
2018-09-19 02:00:00+02:00;Amsterdam-Van Diemenstraat;NO;4,1;1
2018-09-19 02:00:00+02:00;Amsterdam-Van Diemenstraat;O3;44,6;4
2018-09-19 02:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;5,4;1
2018-09-19 02:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,46;1
2018-09-19 02:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;7,4;1
2018-09-19 02:00:00+02:00;Amsterdam-Van Diemenstraat;CO;271,4;2
2018-09-19 03:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;5,1;1
2018-09-19 03:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,35;1
2018-09-19 03:00:00+02:00;Amsterdam-Van Diemenstraat;O3;43,3;4
2018-09-19 03:00:00+02:00;Amsterdam-Van Diemenstraat;NO;2,0;1
2018-09-19 03:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;7,2;1
2018-09-19 03:00:00+02:00;Amsterdam-Van Diemenstraat;CO;267,9;2
2018-09-19 03:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;10,2;2
2018-09-19 04:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;7,2;1
2018-09-19 04:00:00+02:00;Amsterdam-Van Diemenstraat;CO;288,2;2
2018-09-19 04:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,58;1
2018-09-19 04:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;3,7;1
2018-09-19 04:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;15,9;2
2018-09-19 04:00:00+02:00;Amsterdam-Van Diemenstraat;O3;32,7;3
2018-09-19 04:00:00+02:00;Amsterdam-Van Diemenstraat;NO;3,2;1
2018-09-19 05:00:00+02:00;Amsterdam-Van Diemenstraat;NO;3,1;1
2018-09-19 05:00:00+02:00;Amsterdam-Van Diemenstraat;O3;26,2;2
2018-09-19 05:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,45;1
2018-09-19 05:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;17,0;2
2018-09-19 05:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;3,9;1
2018-09-19 05:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;17,8;2
2018-09-19 05:00:00+02:00;Amsterdam-Van Diemenstraat;CO;299,1;2
2018-09-19 06:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;16,3;2
2018-09-19 06:00:00+02:00;Amsterdam-Van Diemenstraat;CO;325,0;2
2018-09-19 06:00:00+02:00;Amsterdam-Van Diemenstraat;NO;5,3;1
2018-09-19 06:00:00+02:00;Amsterdam-Van Diemenstraat;O3;21,5;2
2018-09-19 06:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,67;1
2018-09-19 06:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;5,8;1
2018-09-19 06:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;25,9;3
2018-09-19 07:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;42,5;4
2018-09-19 07:00:00+02:00;Amsterdam-Van Diemenstraat;O3;13,0;1
2018-09-19 07:00:00+02:00;Amsterdam-Van Diemenstraat;NO;31,0;3
2018-09-19 07:00:00+02:00;Amsterdam-Van Diemenstraat;CO;481,1;2
2018-09-19 07:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;24,9;3
2018-09-19 07:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,41;2
2018-09-19 07:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;16,5;3
2018-09-19 08:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;28,0;3
2018-09-19 08:00:00+02:00;Amsterdam-Van Diemenstraat;O3;6,2;1
2018-09-19 08:00:00+02:00;Amsterdam-Van Diemenstraat;NO;61,1;4
2018-09-19 08:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;64,6;6
2018-09-19 08:00:00+02:00;Amsterdam-Van Diemenstraat;CO;609,3;3
2018-09-19 08:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,5;2
2018-09-19 08:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;8,2;1
2018-09-19 09:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;56,7;5
2018-09-19 09:00:00+02:00;Amsterdam-Van Diemenstraat;NO;55,3;4
2018-09-19 09:00:00+02:00;Amsterdam-Van Diemenstraat;O3;10,3;1
2018-09-19 09:00:00+02:00;Amsterdam-Van Diemenstraat;CO;724,6;3
2018-09-19 09:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;32,8;4
2018-09-19 09:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,76;2
2018-09-19 09:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;11,0;2
2018-09-19 10:00:00+02:00;Amsterdam-Van Diemenstraat;O3;12,1;1
2018-09-19 10:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;41,1;4
2018-09-19 10:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;59,7;5
2018-09-19 10:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;14,6;2
2018-09-19 10:00:00+02:00;Amsterdam-Van Diemenstraat;CO;559,0;3
2018-09-19 10:00:00+02:00;Amsterdam-Van Diemenstraat;NO;54,7;4
2018-09-19 10:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,41;2
2018-09-19 11:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;18,5;3
2018-09-19 11:00:00+02:00;Amsterdam-Van Diemenstraat;CO;458,8;2
2018-09-19 11:00:00+02:00;Amsterdam-Van Diemenstraat;NO;37,7;3
2018-09-19 11:00:00+02:00;Amsterdam-Van Diemenstraat;O3;16,6;2
2018-09-19 11:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,98;2
2018-09-19 11:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;46,0;5
2018-09-19 11:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;47,4;5
2018-09-19 12:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;19,2;3
2018-09-19 12:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;46,5;5
2018-09-19 12:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,72;2
2018-09-19 12:00:00+02:00;Amsterdam-Van Diemenstraat;O3;24,4;2
2018-09-19 12:00:00+02:00;Amsterdam-Van Diemenstraat;NO;32,2;3
2018-09-19 12:00:00+02:00;Amsterdam-Van Diemenstraat;CO;491,3;2
2018-09-19 12:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;38,5;4
2018-09-19 13:00:00+02:00;Amsterdam-Van Diemenstraat;O3;34,9;3
2018-09-19 13:00:00+02:00;Amsterdam-Van Diemenstraat;CO;495,6;2
2018-09-19 13:00:00+02:00;Amsterdam-Van Diemenstraat;NO;34,9;3
2018-09-19 13:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,58;2
2018-09-19 13:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;11,3;2
2018-09-19 13:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;43,9;4
2018-09-19 13:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;33,1;4
2018-09-19 14:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;25,3;3
2018-09-19 14:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,0;2
2018-09-19 14:00:00+02:00;Amsterdam-Van Diemenstraat;CO;393,2;2
2018-09-19 14:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;32,7;4
2018-09-19 14:00:00+02:00;Amsterdam-Van Diemenstraat;NO;18,4;2
2018-09-19 14:00:00+02:00;Amsterdam-Van Diemenstraat;O3;46,6;4
2018-09-19 14:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,91;1
2018-09-19 15:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;4,4;1
2018-09-19 15:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;21,6;3
2018-09-19 15:00:00+02:00;Amsterdam-Van Diemenstraat;CO;377,2;2
2018-09-19 15:00:00+02:00;Amsterdam-Van Diemenstraat;NO;13,2;2
2018-09-19 15:00:00+02:00;Amsterdam-Van Diemenstraat;O3;58,9;4
2018-09-19 15:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,94;1
2018-09-19 15:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;11,2;2
2018-09-19 16:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;23,3;3
2018-09-19 16:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;27,1;3
2018-09-19 16:00:00+02:00;Amsterdam-Van Diemenstraat;CO;402,2;2
2018-09-19 16:00:00+02:00;Amsterdam-Van Diemenstraat;NO;13,5;2
2018-09-19 16:00:00+02:00;Amsterdam-Van Diemenstraat;O3;58,9;4
2018-09-19 16:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,04;2
2018-09-19 16:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;4,8;1
2018-09-19 17:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;16,8;2
2018-09-19 17:00:00+02:00;Amsterdam-Van Diemenstraat;O3;61,8;5
2018-09-19 17:00:00+02:00;Amsterdam-Van Diemenstraat;CO;394,4;2
2018-09-19 17:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,86;1
2018-09-19 17:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;22,6;3
2018-09-19 17:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,2;1
2018-09-19 17:00:00+02:00;Amsterdam-Van Diemenstraat;NO;12,0;2
2018-09-19 18:00:00+02:00;Amsterdam-Van Diemenstraat;CO;413,9;2
2018-09-19 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;21,6;3
2018-09-19 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;4,5;1
2018-09-19 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;12,3;2
2018-09-19 18:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,67;1
2018-09-19 18:00:00+02:00;Amsterdam-Van Diemenstraat;O3;59,8;4
2018-09-19 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO;11,0;2
2018-09-19 19:00:00+02:00;Amsterdam-Van Diemenstraat;O3;50,6;4
2018-09-19 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;18,9;2
2018-09-19 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;27,1;3
2018-09-19 19:00:00+02:00;Amsterdam-Van Diemenstraat;CO;399,8;2
2018-09-19 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO;14,9;2
2018-09-19 19:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,67;1
2018-09-19 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;15,6;2
2018-09-19 20:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;13,2;2
2018-09-19 20:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,44;1
2018-09-19 20:00:00+02:00;Amsterdam-Van Diemenstraat;CO;344,9;2
2018-09-19 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO;4,6;1
2018-09-19 20:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;21,6;3
2018-09-19 20:00:00+02:00;Amsterdam-Van Diemenstraat;O3;57,4;4
2018-09-19 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO;6,6;1
2018-09-19 21:00:00+02:00;Amsterdam-Van Diemenstraat;O3;45,8;4
2018-09-19 21:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,67;1
2018-09-19 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;39,6;4
2018-09-19 21:00:00+02:00;Amsterdam-Van Diemenstraat;CO;394,6;2
2018-09-19 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;13,1;2
2018-09-19 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;28,2;3
2018-09-19 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;23,8;3
2018-09-19 22:00:00+02:00;Amsterdam-Van Diemenstraat;CO;346,6;2
2018-09-19 22:00:00+02:00;Amsterdam-Van Diemenstraat;NO;5,2;1
2018-09-19 22:00:00+02:00;Amsterdam-Van Diemenstraat;O3;51,0;4
2018-09-19 22:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,62;1
2018-09-19 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;24,4;3
2018-09-19 22:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,6;2
2018-09-19 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;14,7;2
2018-09-19 23:00:00+02:00;Amsterdam-Van Diemenstraat;CO;301,4;2
2018-09-19 23:00:00+02:00;Amsterdam-Van Diemenstraat;NO;2,9;1
2018-09-19 23:00:00+02:00;Amsterdam-Van Diemenstraat;O3;58,7;4
2018-09-19 23:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,44;1
2018-09-19 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;27,1;3
2018-09-19 23:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,0;2
2018-09-20 00:00:00+02:00;Amsterdam-Van Diemenstraat;NO;6,4;1
2018-09-20 00:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,5;2
2018-09-20 00:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;26,0;3
2018-09-20 00:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,75;1
2018-09-20 00:00:00+02:00;Amsterdam-Van Diemenstraat;CO;348,0;2
2018-09-20 00:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;27,8;3
2018-09-20 00:00:00+02:00;Amsterdam-Van Diemenstraat;O3;44,0;4
2018-09-20 01:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,6;1
2018-09-20 01:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;14,6;2
2018-09-20 01:00:00+02:00;Amsterdam-Van Diemenstraat;O3;50,6;4
2018-09-20 01:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;27,2;3
2018-09-20 01:00:00+02:00;Amsterdam-Van Diemenstraat;CO;280,6;2
2018-09-20 01:00:00+02:00;Amsterdam-Van Diemenstraat;NO;3,0;1
2018-09-20 01:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,47;1
2018-09-20 02:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;8,9;1
2018-09-20 02:00:00+02:00;Amsterdam-Van Diemenstraat;NO;3,0;1
2018-09-20 02:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;22,6;3
2018-09-20 02:00:00+02:00;Amsterdam-Van Diemenstraat;CO;258,7;2
2018-09-20 02:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;12,2;2
2018-09-20 02:00:00+02:00;Amsterdam-Van Diemenstraat;O3;51,1;4
2018-09-20 02:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,41;1
2018-09-20 03:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,45;1
2018-09-20 03:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;12,1;2
2018-09-20 03:00:00+02:00;Amsterdam-Van Diemenstraat;NO;1,6;1
2018-09-20 03:00:00+02:00;Amsterdam-Van Diemenstraat;O3;48,2;4
2018-09-20 03:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;21,3;3
2018-09-20 03:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,6;1
2018-09-20 03:00:00+02:00;Amsterdam-Van Diemenstraat;CO;282,6;2
2018-09-20 04:00:00+02:00;Amsterdam-Van Diemenstraat;CO;289,8;2
2018-09-20 04:00:00+02:00;Amsterdam-Van Diemenstraat;NO;1,6;1
2018-09-20 04:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,45;1
2018-09-20 04:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;23,0;3
2018-09-20 04:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;15,4;2
2018-09-20 04:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;7,4;1
2018-09-20 04:00:00+02:00;Amsterdam-Van Diemenstraat;O3;44,3;4
2018-09-20 05:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,42;1
2018-09-20 05:00:00+02:00;Amsterdam-Van Diemenstraat;NO;2,5;1
2018-09-20 05:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;15,5;2
2018-09-20 05:00:00+02:00;Amsterdam-Van Diemenstraat;CO;288,1;2
2018-09-20 05:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;20,3;3
2018-09-20 05:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;8,4;1
2018-09-20 05:00:00+02:00;Amsterdam-Van Diemenstraat;O3;41,8;4
2018-09-20 06:00:00+02:00;Amsterdam-Van Diemenstraat;O3;39,1;3
2018-09-20 06:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;17,2;2
2018-09-20 06:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,43;1
2018-09-20 06:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,3;1
2018-09-20 06:00:00+02:00;Amsterdam-Van Diemenstraat;CO;315,0;2
2018-09-20 06:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;23,4;3
2018-09-20 06:00:00+02:00;Amsterdam-Van Diemenstraat;NO;3,6;1
2018-09-20 07:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;35,1;4
2018-09-20 07:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;22,8;3
2018-09-20 07:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;10,8;2
2018-09-20 07:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,87;1
2018-09-20 07:00:00+02:00;Amsterdam-Van Diemenstraat;CO;398,2;2
2018-09-20 07:00:00+02:00;Amsterdam-Van Diemenstraat;NO;20,2;2
2018-09-20 07:00:00+02:00;Amsterdam-Van Diemenstraat;O3;27,8;2
2018-09-20 08:00:00+02:00;Amsterdam-Van Diemenstraat;O3;14,5;1
2018-09-20 08:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;54,1;5
2018-09-20 08:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;13,0;2
2018-09-20 08:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,67;2
2018-09-20 08:00:00+02:00;Amsterdam-Van Diemenstraat;CO;528,6;3
2018-09-20 08:00:00+02:00;Amsterdam-Van Diemenstraat;NO;36,2;3
2018-09-20 08:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;26,7;3
2018-09-20 09:00:00+02:00;Amsterdam-Van Diemenstraat;FN;2,61;2
2018-09-20 09:00:00+02:00;Amsterdam-Van Diemenstraat;NO;50,1;4
2018-09-20 09:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;54,9;5
2018-09-20 09:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;56,4;5
2018-09-20 09:00:00+02:00;Amsterdam-Van Diemenstraat;CO;556,5;3
2018-09-20 09:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;18,8;3
2018-09-20 09:00:00+02:00;Amsterdam-Van Diemenstraat;O3;10,2;1
2018-09-20 10:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,67;2
2018-09-20 10:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;52,4;5
2018-09-20 10:00:00+02:00;Amsterdam-Van Diemenstraat;O3;16,4;2
2018-09-20 10:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;9,3;1
2018-09-20 10:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;37,9;4
2018-09-20 10:00:00+02:00;Amsterdam-Van Diemenstraat;CO;565,9;3
2018-09-20 10:00:00+02:00;Amsterdam-Van Diemenstraat;NO;40,8;3
2018-09-20 11:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,3;2
2018-09-20 11:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;37,6;4
2018-09-20 11:00:00+02:00;Amsterdam-Van Diemenstraat;CO;462,9;2
2018-09-20 11:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;37,5;4
2018-09-20 11:00:00+02:00;Amsterdam-Van Diemenstraat;NO;22,6;2
2018-09-20 11:00:00+02:00;Amsterdam-Van Diemenstraat;O3;27,2;2
2018-09-20 11:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,37;2
2018-09-20 12:00:00+02:00;Amsterdam-Van Diemenstraat;O3;30,9;3
2018-09-20 12:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;38,4;4
2018-09-20 12:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;12,4;2
2018-09-20 12:00:00+02:00;Amsterdam-Van Diemenstraat;NO;19,6;2
2018-09-20 12:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;33,5;4
2018-09-20 12:00:00+02:00;Amsterdam-Van Diemenstraat;FN;1,11;2
2018-09-20 12:00:00+02:00;Amsterdam-Van Diemenstraat;CO;406,8;2
2018-09-20 13:00:00+02:00;Amsterdam-Van Diemenstraat;NO;19,9;2
2018-09-20 13:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,98;1
2018-09-20 13:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;33,3;4
2018-09-20 13:00:00+02:00;Amsterdam-Van Diemenstraat;CO;478,3;2
2018-09-20 13:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;11,4;2
2018-09-20 13:00:00+02:00;Amsterdam-Van Diemenstraat;O3;37,9;3
